7400.695,7405.576,6464.193,6464.293,5428.645,5428.714,4393.537,4393.595,3359.7169999999996,3359.7760000000003,2324.943,2325.064,1290.799,1290.863,255.32700000000003,255.39299999999997,6.236000000000001,6.473,6.133,6.326,6.046,6.2909999999999995,5.9639999999999995,6.223,6.012,6.476,5.946,6.202,5.9239999999999995,6.054,6.1370000000000005,6.414000000000001,5.9959999999999996,6.109,6.562,6.851999999999999,5.907,6.149,6.329000000000001,7.019,5.835,6.0489999999999995,6.035,6.393000000000001,6.021999999999999,6.2059999999999995,6.455,6.649,6.029999999999999,6.3870000000000005,6.026,6.3709999999999996,5.997,6.326,6.146000000000001,6.301,5.974,6.098,7.976000000000001,8.202,6.021,6.171,5.9030000000000005,6.019,6.082,6.167,6.109,6.2379999999999995,6.031,6.124,6.0520000000000005,6.257000000000001,5.816,6.002000000000001,6.071,6.311,6.034000000000001,6.1209999999999996,5.954,6.108,5.976,6.096,6.338,6.527,6.036,6.199,6.467,6.572,6.091,6.289999999999999,5.917000000000001,6.013,6.021999999999999,6.212,6.252,6.417,5.8999999999999995,5.993,8.291,8.52,6.035,6.131,5.804,6.024,5.961,6.0520000000000005,6.038,6.13,5.983,6.084,5.8100000000000005,6.085,6.019,6.1419999999999995,6.562,6.765000000000001,5.867,5.947,6.0,6.5329999999999995,6.509,6.666,6.034000000000001,6.112,6.736,7.053,5.769,6.043,5.813,5.949000000000001,5.819999999999999,6.043,5.8919999999999995,6.128,5.726,6.026,5.825,6.044,5.768,5.997,5.867,6.123,5.857,6.078,5.915,5.993,5.843,5.92,5.805000000000001,5.904000000000001,5.794,5.952,5.832999999999999,5.974,5.783,6.038,5.91,6.016,5.98,6.061000000000001,5.765000000000001,5.955,5.982,6.093999999999999,5.732,5.8100000000000005,5.925,6.321000000000001,6.281,6.367,5.889,6.071,5.876,6.0280000000000005,7.975,8.072,5.83,6.19,6.402,6.933,5.97,6.084,5.757,5.998,6.008,6.11,5.917000000000001,6.115,5.801,6.1450000000000005,5.949000000000001,6.167,5.8919999999999995,6.039,5.949000000000001,6.041,5.787999999999999,5.879,6.073,6.159999999999999,5.928,6.007000000000001,5.95,6.032,6.002999999999999,6.141,5.911,6.006,5.902,6.019,5.8999999999999995,6.035,6.138,6.314
7606.372,7611.447,6641.5509999999995,6641.728,5607.245,5607.4039999999995,4573.438999999999,4573.608,3539.304,3539.478,2504.951,2505.232,1469.798,1469.963,435.839,435.953,6.0200000000000005,6.295,6.257000000000001,6.5440000000000005,6.146999999999999,6.321000000000001,6.021,6.1450000000000005,5.901,6.171,6.931,7.0920000000000005,6.0200000000000005,6.151,6.0920000000000005,6.189,5.817,6.082,5.9750000000000005,6.153,9.362,9.799000000000001,5.7330000000000005,5.837,6.002000000000001,6.182,6.163,6.354,5.896,6.1370000000000005,6.034000000000001,6.2139999999999995,5.827,5.926,5.915,6.258,6.146999999999999,6.292,5.91,6.093,5.878,6.0280000000000005,6.3790000000000004,6.505999999999999,5.891,6.016,6.157,6.242,5.835,6.0280000000000005,6.399,6.594,5.987,6.115,5.9670000000000005,6.0920000000000005,6.127,6.2509999999999994,5.9639999999999995,6.162,5.836,5.999,6.105,6.33,5.912,5.989000000000001,6.024,6.106,6.106999999999999,6.351,5.725,5.795,5.981,6.647,5.7299999999999995,5.822,5.9319999999999995,6.167,6.058,6.148,6.0280000000000005,6.104,6.383,6.458,5.928,6.0,5.987,6.072,5.9239999999999995,6.019,5.917000000000001,6.012,5.986,6.085,5.9319999999999995,6.0280000000000005,5.976999999999999,6.125,5.729,5.813,5.901,6.231999999999999,5.94,6.07,6.063,6.226,6.41,6.521,5.97,6.198,5.696,5.791,5.812,5.904999999999999,5.951,6.046,5.899,5.991,6.002999999999999,6.123,6.061999999999999,6.1450000000000005,5.923,6.141,5.942,6.043,5.9430000000000005,6.04,5.958,6.035,6.23,6.496,5.884,5.998,6.048,6.358,5.874,6.055,6.088,6.345,6.042,6.119000000000001,5.92,6.004,5.9719999999999995,6.073,5.852,6.031,5.916,6.024,5.859999999999999,5.94,5.825,5.901,5.869,5.989000000000001,5.886,6.0600000000000005,5.955,6.128,6.01,6.169,6.04,6.132000000000001,6.023,6.227,5.969,6.074000000000001,6.013,6.378,6.036,6.111,6.497,6.983,6.002000000000001,6.122,6.26,6.355,5.801,5.8950000000000005,5.8389999999999995,6.09,6.484,6.566,6.115,6.19,5.942,6.027,6.113,6.263,6.001,6.186999999999999,7.518999999999999,7.872000000000001,8.715,8.803999999999998
